Plate ID, Date, RA_CTR, DEC_CTR
a01811, 1896-06-03T02:52:48Z, 249.813362, -42.629485
a09860, NA, NA, NA
a19686, 1937-08-15T18:19:26.5Z, 255.707349, 14.977748
a09893, 1909-10-23T01:52:19.2Z, 320.749716, 0.258207
a19656, 1937-08-10T01:20:38.4Z, 344.106402, 8.22572
a00149, 1894-01-02T10:42:14.4Z, 205.97624, 27.917568
a00185, 1894-01-26T01:20:38.4Z, 51.256664, 17.762529
a09306, 1909-05-30T06:34:33.6Z, 250.854514, -0.257539
a11993, 1922-05-22T02:38:24Z, 207.155727, -51.507371
a00703, NA, NA, NA
a03341, 1898-10-16T02:29:45.6Z, 23.769562, -37.050162
a02440, NA, NA, NA
a13841, 1926-06-19T04:59:31.2Z, 294.737138, -31.058141
a01337, 1895-03-06T03:01:26.4Z, 117.92244, 72.088444
a02069, NA, NA, NA
a17339, 1935-01-23T23:39:50.4Z, 179.774089, -27.91046
a08835, 1908-06-16T01:07:40.8Z, 206.256921, -16.970836
a02820, 1897-10-07T04:24:57.6Z, 35.567412, -66.908729
a11654, 1917-06-12T03:46:35.4Z, 226.520405, -15.110344
a12495, NA, NA, NA
a18275, 1936-02-15T02:07:41.9Z, 176.158485, -45.739541
a17394, 1935-03-05T20:38:24Z, 104.496667, -27.454124
a19910, 1938-01-14T22:54:54.9Z, 80.941449, -14.388927
a01796, 1896-05-29T01:56:38.4Z, 189.73251, -47.108779
a02428, NA, NA, NA
a12975, 1924-06-05T00:46:04.8Z, 186.892816, -72.825714
a01875, 1896-07-01T00:26:57.2Z, 183.623413, 16.723795
a14278, 1929-10-10T22:03:21.6Z, 180.670375, -82.647821
a04363, NA, NA, NA
a10525, 1911-10-26T05:28:19.2Z, 17.4237, -44.545129
a08473, 1907-08-20T08:38:24Z, 351.21573, -19.556611
a17243, 1934-11-12T23:09:36Z, 75.642831, -40.09204
a00839, 1894-09-07T00:50:24Z, 258.026871, 42.124701
a00542, 1894-04-18T04:17:45.6Z, 194.378369, 16.5058
a13110, 1924-10-07T05:57:07.2Z, 13.272135, -72.574259
a15293, 1931-04-20T17:16:48Z, 82.239104, -68.832165
a19354, 1937-05-11T03:00:00Z, 298.993019, 7.695172
a14016, 1926-09-04T03:24:28.8Z, 254.175337, -28.446895
a03132, 1898-06-29T02:06:43.2Z, 202.100241, -58.260435
a08789, NA, NA, NA
a12257, 1922-10-27T00:20:09.6Z, 273.596296, -30.484193
a05353, 1901-06-12T09:08:38.4Z, 338.643875, 28.049668
